site,yr,date,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,clean_code2,hits,simple_name,Scientific_Name_x,Common_Name,Category,Family,Family_Common_Name,Duration,Growth_Habit,simple_lifeform,simple_lifeform2
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,LLSE,4,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,LUSP4,2,Luzula spicata,Luzula spicata (L.) DC.,spiked woodrush,Monocot,Juncaceae,Rush family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,MELA3,2,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,MIOB2,3,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,ORALA,19,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,PHPU5,2,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,POAL2,17,Poa alpina,Poa alpina L.,alpine bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,POARG,0.25,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,PODI2,0.25,Potentilla diversifolia,Potentilla diversifolia Lehm.,varileaf cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,POPU3,1,Polemonium pulcherrimum,Polemonium pulcherrimum Hook.,Jacob's-ladder,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,SEDES,2,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,SELA,6,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,SOSIN,11,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,TEACC,2,Tetraneuris acaulis,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_8,B4,8,dry,no snow,never affected,N+P+K,N+P,VIOLA,1,Viola sp.,Viola L.,violet,Dicot,Violaceae,Violet family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,2BARE,1,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,2LICHN,2,Lichen,NA,Lichen,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,2LTR,10,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,2RF,1,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,ALGE,3,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,ANAL4,0.25,Antennaria alpina,Antennaria alpina (L.) Gaertn.,alpine pussytoes,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,ARFEF3,5,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,ARSC,1,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,CAPU,2,Calamagrostis purpurascens,Calamagrostis purpurascens R. Br.,purple reedgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,CAREX,2,Carex sp.,Carex L.,sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,CARO2,1,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,CARUD,26,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,CAUN2,4,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,FEBR,0.25,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,KOMY,35,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,LLSE,2,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,MELA3,2,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,MIOB2,1,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,ORALA,2,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,PHPU5,1,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,POBI6,0.25,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,SARH2,0.25,Saxifraga rhomboidea,Saxifraga rhomboidea Greene,diamondleaf saxifrage,Dicot,Saxifragaceae,Saxifrage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,SEDES,10,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,SELA,1,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,SOSIN,7,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,TEACC,8,Tetraneuris acaulis,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_9,B4,9,dry,no snow,never affected,C,C,TRSP2,2,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,2LTR,1,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ALGE,3,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ARFEF3,21,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ARSC,11,Artemisia scopulorum,Artemisia scopulorum A. Gray,alpine sagebrush,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,CAOC4,1,Castilleja occidentalis,Castilleja occidentalis Torr.,western Indian paintbrush,Dicot,Scrophulariaceae,Figwort family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,CARO2,9,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,CARUD,28,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,CAUN2,17,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,CEARS2,9,Cerastium arvense,Cerastium arvense L. ssp. strictum (L.) Ugborogho,field chickweed,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,DECE,1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,DRST4,0.25,Draba streptocarpa,Draba streptocarpa A. Gray,pretty draba,Dicot,Brassicaceae,Mustard family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ELYMU,3,Elymus sp.,Elymus L.,wildrye,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ERNA,0.25,Eritrichium nanum,Eritrichium nanum (Vill.) Schrad. ex Gaudin,arctic alpine forget-me-not,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,FEBR,18,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,KOMY,29,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,LLSE,5,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,MELA3,1,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,MIOB2,7,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,ORALA,13,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,PEPA3,5,Pedicularis parryi,Pedicularis parryi A. Gray,Parry's lousewort,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,PHPU5,5,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,POARG,6,Poa arctica,Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor,arctic bluegrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,POBI6,2,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,POPU3,13,Polemonium pulcherrimum,Polemonium pulcherrimum Hook.,Jacob's-ladder,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,POVI3,1,Polygonum viviparum,Polygonum viviparum L.,alpine bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,SEDES,3,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,SELA,2,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,SOSIN,2,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,TEACC,1,Tetraneuris acaulis,Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson,caespitose four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,TRPAP,0.25,Trifolium parryi,Trifolium parryi A. Gray ssp. parryi,Parry's clover,Dicot,Fabaceae,Pea family,Perennial,"Subshrub, Forb/herb",N-fixer,Forb
nutnet,2013,2013-08-02,B4_10,B4,10,dry,no snow,never affected,N+P+K,N+P,TRSP2,12,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,2BARE,7,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,2LICHN,3,Lichen,NA,Lichen,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,2LTR,6,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,2RF,1,"Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,ALGE,1,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,ARFEF3,2,Arenaria fendleri,Arenaria fendleri A. Gray var. fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,CARO2,5,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,CARUD,20,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,CAUN2,1,Campanula uniflora,Campanula uniflora L.,arctic bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,CHJA,6,Chionophila jamesii,Chionophila jamesii Benth.,Rocky Mountain snowlover,Dicot,Scrophulariaceae,Figwort family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,ERSI3,1,Erigeron simplex,Erigeron simplex Greene,onestem fleabane,Dicot,Asteraceae,Aster family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,FEBR,3,Festuca brachyphylla,Festuca brachyphylla Schult. ex Schult. & Schult. f.,alpine fescue,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,GERO2,17,Geum rossii,Geum rossii (R. Br.) Ser.,Ross' avens,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,KOMY,3,Kobresia myosuroides,Kobresia myosuroides (Vill.) Fiori,Bellardi bog sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,LLSE,12,Lloydia serotina,Lloydia serotina (L.) Salisb. ex Rchb.,common alplily,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,MELA3,2,Mertensia lanceolata,Mertensia lanceolata (Pursh) DC.,prairie bluebells,Dicot,Boraginaceae,Borage family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,MIOB2,9,Minuartia obtusiloba,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,Dicot,Caryophyllaceae,Pink family,Perennial,"Subshrub, Forb/herb",Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,ORALA,4,Oreoxis alpina,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,Dicot,Apiaceae,Carrot family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,PHPU5,12,Phlox pulvinata,Phlox pulvinata (Wherry) Cronquist,cushion phlox,Dicot,Polemoniaceae,Phlox family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,POBI6,3,Polygonum bistortoides,Polygonum bistortoides Pursh,American bistort,Dicot,Polygonaceae,Buckwheat family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,POTEN,1,Potentilla sp.,Potentilla L.,cinquefoil,Dicot,Rosaceae,Rose family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,SEDES,5,Selaginella densa,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Lycopod,Selaginellaceae,Spike-moss family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,SELA,1,Sedum lanceolatum,Sedum lanceolatum Torr.,spearleaf stonecrop,Dicot,Crassulaceae,Stonecrop family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,SIACS2,2,Silene acaulis,Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John,moss campion,Dicot,Caryophyllaceae,Pink family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,SOSIN,1,Solidago simplex,Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius,dwarf goldenrod,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,TEGR3,8,Tetraneuris grandiflora,Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker,graylocks four-nerve daisy,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_1,B1,1,dry,no snow,never affected,C,C,TRSP2,1,Trisetum spicatum,Trisetum spicatum (L.) K. Richt.,spike trisetum,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,2BARE,6,Bare Ground,NA,Bare Ground,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,2LICHN,1,Lichen,NA,Lichen,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,2LTR,15,Litter,NA,Litter,NA,NA,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,ALGE,2,Allium geyeri,Allium geyeri S. Watson,Geyer's onion,Monocot,Liliaceae,Lily family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,ANAL4,1,Antennaria alpina,Antennaria alpina (L.) Gaertn.,alpine pussytoes,Dicot,Asteraceae,Aster family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,CAPU,8,Calamagrostis purpurascens,Calamagrostis purpurascens R. Br.,purple reedgrass,Monocot,Poaceae,Grass family,Perennial,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,CARO2,10,Campanula rotundifolia,Campanula rotundifolia L.,bluebell bellflower,Dicot,Campanulaceae,Bellflower family,Perennial,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_2,B1,2,dry,no snow,never affected,K,C,CARUD,8,Carex rupestris,Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey,Drummond's sedge,Monocot,Cyperaceae,Sedge family,Perennial,Graminoid,Grass,Grass
