"Site","Yr","Date","Plot","Meadow","Snow","SnowNotes","Trt","USDA_Symbol","Hits","SimpleName","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","POBI6",21,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","ARSC",1,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","CASC12",3,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","DECE",39,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","GERO2",21,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","KOMY",2,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","MIBI9",2,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",48,"WM","snow","in snowfield","PP","POBI6",22,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","2LICHN",2,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","2MOSS",6,"Moss",NA,"Moss",NA,NA,NA,NA,NA
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","ARSC",10,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","CAOC4",5,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","ERSI3",5,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","GERO2",34,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","KOMY",9,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","LLSE",4,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","LUSP4",5,"Luzula spicata","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","ORALA",8,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","POBI6",4,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","POVI3",5,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","SARH2",2,"Saxifraga rhomboidea","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","SEDES",5,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","SELA",1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",49,"DM","snow","in snowfence area","CC","TRDA2",7,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","2LICHN",2,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","ARSC",20,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","CAOC4",6,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","CASC12",24,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","GERO2",27,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","KOMY",2,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","LUSP4",2,"Luzula spicata","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","SEDES",1,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",50,"DM","snow","in snowfence area","CC","TRDA2",7,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","ARFEF3",1,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","ARSC",15,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","CASC12",13,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","GERO2",26,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","KOMY",1,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","LLSE",6,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","ORALA",2,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","PODI2",1,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",51,"DM","snow","in snowfence area","CC","POVI3",4,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","ARFEF3",1,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","ARSC",3,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","CAOC4",1,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","CARO2",1,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","CASC12",2,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","DECE",32,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","ERSI3",11,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","GERO2",12,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","LLSE",30,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","NOFEG",2,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","POBI6",6,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",52,"DM","snow","in snowfence area","CC","TRDA2",3,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","ARFEF3",1,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","ARSC",2,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","CASC12",10,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","DECE",51,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","GERO2",23,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",53,"DM","snow","in snowfence area","NN","TRDA2",9,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","ARSC",3,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","CASC12",41,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","DECE",9,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","GERO2",16,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","RHIN11",1,"Rhodiola integrifolia","Rhodiola integrifolia Raf.","ledge stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","SANI8",1,"Salix nivalis","Salix nivalis Hook.","snow willow","Dicot","Salicaceae","Willow family","Perennial","Subshrub, Shrub"
"sdl",2003,"2003-07-31",54,"DM","snow","in snowfence area","NN","TRDA2",9,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","ARSC",21,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","DECE",12,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","ERSI3",10,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","GERO2",21,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","LLSE",4,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","ORALA",4,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","POAL2",3,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","POBI6",11,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",55,"DM","snow","in snowfence area","NN","TRDA2",7,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","ARFEF3",3,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","ARSC",30,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","CARO2",6,"Campanula rotundifolia","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","ERSI3",10,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","GERO2",21,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","LLSE",11,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","ORALA",4,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",56,"DM","snow","in snowfence area","NN","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
