"Site","Date","Block","Plot","N","P","Micro","K+","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet",2013-07-30,2,1,0,0,0,0,"TRPAP","Trifolium parryi ssp. parryi",0.25,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"2LTR","Litter",9,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"ALGE","Allium geyeri",6,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"ANAL4","Antennaria alpina",0.25,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"ARFEF3","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"ARSC","Artemisia scopulorum",2,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"CARUD","Carex rupestris var. drummondiana",37,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"CASC12","Carex scopulorum",7,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"CAUN2","Campanula uniflora",10,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"GERO2","Geum rossii",15,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"KOMY","Kobresia myosuroides",47,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"LEPY2","Lewisia pygmaea",3,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"LLSE","Lloydia serotina",8,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"LUSP4","Luzula spicata",0.25,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"MIOB2","Minuartia obtusiloba",3,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"PRAN","Primula angustifolia",0.25,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"SEDES","Selaginella densa var. scopulorum",3,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"SOSIN","Solidago simplex ssp. simplex var. nana",9,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"TEGR3","Tetraneuris grandiflora",1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,2,0,0,1,0,"VIOLET","Viola spp",1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"2LTR","Litter",9,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"ALGE","Allium geyeri",3,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"ANAL4","Antennaria alpina",1,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"ARFEF3","Arenaria fendleri var. fendleri",7,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"ARSC","Artemisia scopulorum",2,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"CARUD","Carex rupestris var. drummondiana",14,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"CAUN2","Campanula uniflora",13,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"CEARS2","Cerastium arvense ssp. strictum",0.25,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"FEBR","Festuca brachyphylla",0.25,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"GERO2","Geum rossii",11,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"HEMO3","Helictotrichon mortonianum",0.25,"HEMO3","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"KOMY","Kobresia myosuroides",67,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"LEPY2","Lewisia pygmaea",4,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"MIOB2","Minuartia obtusiloba",4,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"ORALA","Oreoxis alpina ssp. alpina",4,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"POARG","Poa arctica ssp. grayana",1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"POVI3","Polygonum viviparum",2,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"SEDES","Selaginella densa var. scopulorum",9,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"SELA","Sedum lanceolatum",9,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"SIACS2","Silene acaulis var. subacaulescens",9,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"TEGR3","Tetraneuris grandiflora",1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"TOPY","Tonestus pygmaeus",1,"TOPY","Tonestus pygmaeus (Torr. & A. Gray) A. Nelson","pygmy goldenweed","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"TRSP2","Trisetum spicatum",2,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,3,0,1,0,0,"VIOLET","Viola spp",1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"2LTR","Litter",2,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ALGE","Allium geyeri",4,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ANAL4","Antennaria alpina",2,"ANAL4","Antennaria alpina (L.) Gaertn.","alpine pussytoes","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ARFEF3","Arenaria fendleri var. fendleri",8,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ARSC","Artemisia scopulorum",6,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"CARO2","Campanula rotundifolia",12,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"CARUD","Carex rupestris var. drummondiana",57,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ERSI3","Erigeron simplex",4,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"FEBR","Festuca brachyphylla",4,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"GERO2","Geum rossii",25,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"KOMY","Kobresia myosuroides",9,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"LLSE","Lloydia serotina",2,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"LUSP4","Luzula spicata",1,"LUSP4","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"MIOB2","Minuartia obtusiloba",8,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"ORALA","Oreoxis alpina ssp. alpina",12,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"POARG","Poa arctica ssp. grayana",1,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"POBI6","Polygonum bistortoides",2,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"PODI2","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"PRAN","Primula angustifolia",3,"PRAN","Primula angustifolia Torr.","alpine primrose","Dicot","Primulaceae","Primrose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"SEDES","Selaginella densa var. scopulorum",6,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"SELA","Sedum lanceolatum",3,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"SIACS2","Silene acaulis var. subacaulescens",1,"SIACS2","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"SOSIN","Solidago simplex ssp. simplex var. nana",7,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"TEAC","Tetraneuris acaulis",4,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"TEGR3","Tetraneuris grandiflora",1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,4,1,0,0,0,"VIOLET","Viola spp",5,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"2BARE","Bare ground",2,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"2LTR","Litter",9,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"ALGE","Allium geyeri",2,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"ARFEF3","Arenaria fendleri var. fendleri",6,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"CARUD","Carex rupestris var. drummondiana",3,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"CAUN2","Campanula uniflora",11,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"CEARS2","Cerastium arvense ssp. strictum",0.25,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"FEBR","Festuca brachyphylla",2,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"GERO2","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"GRASS2","Unk grass2",1,"2GRAM",NA,"Graminoid (grass or grass-like)",NA,NA,NA,"Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"KOMY","Kobresia myosuroides",49,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"LEPY2","Lewisia pygmaea",1,"LEPY2","Lewisia pygmaea (A. Gray) B.L. Rob.","alpine lewisia","Dicot","Portulacaceae","Purslane family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"LLSE","Lloydia serotina",13,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"POARG","Poa arctica ssp. grayana",2,"POARG","Poa arctica R. Br. ssp. grayana (Vasey) Á. Löve & D. Löve & Kapoor","arctic bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"POVI3","Polygonum viviparum",1,"POVI3","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"SEDES","Selaginella densa var. scopulorum",5,"SEDES","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"SOSIN","Solidago simplex ssp. simplex var. nana",19,"SOSIN","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"TEAC","Tetraneuris acaulis",2,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"TRSP2","Trisetum spicatum",2,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,5,0,1,1,0,"VIOLET","Viola spp",1,"VIOLA","Viola L.","violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"2BARE","Bare ground",1,"2BARE",NA,"Bare Ground",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"2LICHN","Lichen",1,"2LICHN",NA,"Lichen",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"2LTR","Litter",3,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"2RF","Rock fragment",1,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"ALGE","Allium geyeri",6,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"ARFEF3","Arenaria fendleri var. fendleri",6,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"CARUD","Carex rupestris var. drummondiana",47,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"CAUN2","Campanula uniflora",1,"CAUN2","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"CEARS2","Cerastium arvense ssp. strictum",4,"CEARS2","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"DECE","Deschampsia caespitosa",1,"DECE","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"FEBR","Festuca brachyphylla",4,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"GERO2","Geum rossii",5,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"KOMY","Kobresia myosuroides",40,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet",2013-07-30,2,6,1,0,1,0,"MIOB2","Minuartia obtusiloba",15,"MIOB2","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
